total_quantity,weighted_fill_price,implementation_shortfall_bps,spread_cost_bps,market_drift_bps,timing_residual_bps
700.0,100.03071428571428,3.071428571428214,1.285714285714233,1.7857142857138797,1.0147438445073931e-13
