Date,SPY
2015-01-05,-0.01822469007029471
2015-01-06,-0.009463652255622531
2015-01-07,0.012384428704385123
2015-01-08,0.017588934362235745
2015-01-09,-0.008045844296836703
2015-01-12,-0.007864041345744616
2015-01-13,-0.002816680844708039
2015-01-14,-0.006055511865784933
2015-01-15,-0.009202935695054868
2015-01-16,0.013028951186743716
2015-01-20,0.002130216509561672
2015-01-21,0.005035466200055396
2015-01-22,0.014761548458290188
2015-01-23,-0.00549804503187584
2015-01-26,0.002339147608907338
2015-01-27,-0.013278324022508906
2015-01-28,-0.012907126391426686
2015-01-29,0.009201056370820953
2015-01-30,-0.012654583183964042
2015-02-02,0.012307911969597065
2015-02-03,0.014357420053713576
2015-02-04,-0.003814829532391839
2015-02-05,0.010044347514020524
2015-02-06,-0.0027689274994216824
2015-02-09,-0.004486392388673431
2015-02-10,0.01059745678960096
2015-02-11,0.0005797145612929176
2015-02-12,0.009571024733014227
2015-02-13,0.004108233280594244
2015-02-17,0.0015714810973578748
2015-02-18,9.547630462956623e-05
2015-02-19,-0.0007145350938678686
2015-02-20,0.005982875513123055
2015-02-23,-0.0001420279760768396
2015-02-24,0.002836472271283815
2015-02-25,-0.0008499139102411625
2015-02-26,-0.0011817958372886362
2015-02-27,-0.0034121608266040903
2015-03-02,0.006293672724603712
2015-03-03,-0.004112566920934294
2015-03-04,-0.0042247082380659304
2015-03-05,0.0010938173542823155
2015-03-06,-0.014164677997498307
2015-03-09,0.0041362019478056395
2015-03-10,-0.016354533500604153
2015-03-11,-0.0023450585374310373
2015-03-12,0.012634124629067463
2015-03-13,-0.006151124128937469
2015-03-16,0.013272042130306843
2015-03-17,-0.0029767450474899753
2015-03-18,0.011949770504780808
2015-03-19,-0.004571761787363859
2015-03-20,0.008787665828225617
2015-03-23,-0.0019499662563788136
2015-03-24,-0.005634912652102668
2015-03-25,-0.014762621257778502
2015-03-26,-0.002383999338674478
2015-03-27,0.002286928465598736
2015-03-30,0.012126061479013534
2015-03-31,-0.008778095099320052
2015-04-01,-0.003542404615391549
2015-04-02,0.0035910462617908174
2015-04-06,0.006710662914099228
2015-04-07,-0.002649868184463631
2015-04-08,0.0033711495808364665
2015-04-09,0.004413817647521121
2015-04-10,0.005442604442300715
2015-04-13,-0.004533605386472725
2015-04-14,0.001911304431399929
2015-04-15,0.0044771636813083935
2015-04-16,-0.000285301045670316
2015-04-17,-0.011570039247116528
2015-04-20,0.009095504449658535
2015-04-21,-0.0011920540156096255
2015-04-22,0.0049020439688230244
2015-04-23,0.0025131982226346194
2015-04-24,0.002317664666884749
2015-04-27,-0.004166544805556484
2015-04-28,0.0031739176187953236
2015-04-29,-0.004123615109977405
2015-04-30,-0.010070549038449022
2015-05-01,0.010782884880033107
2015-05-04,0.00284332265447602
2015-05-05,-0.011517900367461989
2015-05-06,-0.004125150135186428
2015-05-07,0.003981729137393371
2015-05-08,0.013080347816743861
2015-05-11,-0.004784568496065409
2015-05-12,-0.0029958474370550396
2015-05-13,0.00019065056519691986
2015-05-14,0.010373348228635608
2015-05-15,0.0010836520885814688
2015-05-18,0.003101886994104253
2015-05-19,-0.00032851525642866415
2015-05-20,-0.000704608739225866
2015-05-21,0.002908409556210885
2015-05-22,-0.002391498276514922
2015-05-26,-0.010810044202944711
2015-05-27,0.009447534517388842
2015-05-28,-0.0011289819219412326
2015-05-29,-0.006232635869979255
2015-06-01,0.0020348101706979564
2015-06-02,-0.0009931766455595732
2015-06-03,0.0026457325789139815
2015-06-04,-0.00848205218965712
2015-06-05,-0.0017147745182305857
2015-06-08,-0.006168309730449139
2015-06-09,-0.00014432746338486165
2015-06-10,0.011921754069083784
2015-06-11,0.003218489287100319
2015-06-12,-0.00768424244681207
2015-06-15,-0.004294481278160454
2015-06-16,0.005436626676723178
2015-06-17,0.0016159405189374127
2015-06-18,0.010345413710957551
2015-06-19,-0.004449050693909892
2015-06-22,0.005110286347327518
2015-06-23,0.000707408551532523
2015-06-24,-0.007289442353447967
2015-06-25,-0.003044626404838866
2015-06-26,-0.00019057002867333987
2015-06-29,-0.021193549912780406
2015-06-30,0.0020913439914708
2015-07-01,0.007983188626830172
2015-07-02,-0.0009161222078099666
2015-07-06,-0.0028499102634596254
2015-07-07,0.006269216271489207
2015-07-08,-0.01691986346121907
2015-07-09,0.001807597163265841
2015-07-10,0.012512762376147856
2015-07-13,0.010976746623744274
2015-07-14,0.004328776484960183
2015-07-15,-0.0003324186204498677
2015-07-16,0.00799227612169464
2015-07-17,0.0008477431351542159
2015-07-20,0.0005171855816891166
2015-07-21,-0.003958977328717127
2015-07-22,-0.0017960866551793731
2015-07-23,-0.005646083668303353
2015-07-24,-0.010426001024201291
2015-07-27,-0.005834288595649413
2015-07-28,0.012208003079664789
2015-07-29,0.006855781799958427
2015-07-30,0.0002370248444388434
2015-07-31,-0.0015191479292264666
2015-08-03,-0.003378169601338573
2015-08-04,-0.001956309436041016
2015-08-05,0.00328946674691387
2015-08-06,-0.008220898486331178
2015-08-07,-0.001922053182101524
2015-08-10,0.01252073013818244
2015-08-11,-0.009064128407280997
2015-08-12,0.0011972652875475655
2015-08-13,-0.0012450664410729923
2015-08-14,0.003635217853401818
2015-08-17,0.005571879160694162
2015-08-18,-0.0029011549154354596
2015-08-19,-0.007937110748848236
2015-08-20,-0.02110245900292451
2015-08-21,-0.030564589143857176
2015-08-24,-0.04301916010106601
2015-08-25,-0.01183744584934832
2015-08-26,0.03767519131642426
2015-08-27,0.02443391759125156
2015-08-28,5.04209529750376e-05
2015-08-31,-0.008112271216543456
2015-09-01,-0.03030173290405508
2015-09-02,0.018803024884345255
2015-09-03,0.0007158524829494393
2015-09-04,-0.015252283156627635
2015-09-08,0.024820676148933705
2015-09-09,-0.013462140368640461
2015-09-10,0.005426901353374369
2015-09-11,0.004533967408144011
2015-09-14,-0.003717475707210059
2015-09-15,0.012422231815516036
2015-09-16,0.008629271049956913
2015-09-17,-0.0022506103165037014
2015-09-18,-0.016476317019409468
2015-09-21,0.00515425330501797
2015-09-22,-0.013064651695452494
2015-09-23,-0.0016002057962307063
2015-09-24,-0.003622382663851911
2015-09-25,-0.00025893421105950803
2015-09-28,-0.02541790496723068
2015-09-29,0.0005852318156917527
2015-09-30,0.018486515309639504
2015-10-01,0.002605522143329029
2015-10-02,0.014827495640181931
2015-10-05,0.017638346147421775
2015-10-06,-0.0034325375509884825
2015-10-07,0.00815746491681067
2015-10-08,0.00898624025688828
2015-10-09,0.000595955930289167
2015-10-12,0.0009435939206078975
2015-10-13,-0.006321935872874814
2015-10-14,-0.004805549905940274
2015-10-15,0.015237568041332278
2015-10-16,0.0045361945940412774
2015-10-19,0.0004917122057710992
2015-10-20,-0.001279080483572906
2015-10-21,-0.006222589632548762
2015-10-22,0.016752519744758197
2015-10-23,0.010901665947727882
2015-10-26,-0.0024604634634586343
2015-10-27,-0.001934103239778256
2015-10-28,0.01131026609765282
2015-10-29,-0.0005745649867976351
2015-10-30,-0.004318654165649417
2015-11-02,0.01176124686776687
2015-11-03,0.00289496580369259
2015-11-04,-0.0030376796456758883
2015-11-05,-0.0009985279233482055
2015-11-06,-0.0005237792333132615
2015-11-09,-0.009375226655741493
2015-11-10,0.002304199232965727
2015-11-11,-0.00393942719702343
2015-11-12,-0.014058555352719378
2015-11-13,-0.011291638525225108
2015-11-16,0.015092297739761344
2015-11-17,-0.0007293626531986731
2015-11-18,0.01574120154810722
2015-11-19,-0.0008627929832632122
2015-11-20,0.003637841019976065
2015-11-23,-0.001147133667108582
2015-11-24,0.0013383106997971112
2015-11-25,-0.000143509820797226
2015-11-27,0.0011461990850234584
2015-11-30,-0.0041605720922554415
2015-12-01,0.009490642878760504
2015-12-02,-0.010257466828744002
2015-12-03,-0.014101970719915978
2015-12-04,0.01931516851532676
2015-12-07,-0.006076731116939385
