Date,AAPL,ABBV,ABT,ACN,ADBE,AMGN,AMZN,AVGO,BMY,CMCSA,COST,CRM,CSCO,CVX,DHR,DIS,GOOGL,HD,HON,INTC,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MSFT,NEE,NKE,NVDA,ORCL,PEP,PG,PM,QCOM,RTX,TMO,TSLA,TXN,UNH,UNP,UPS,V,VZ,WFC,WMT,XOM
2015-01-05,-0.028576075865594942,-0.018998615123229777,0.00022253534200551594,-0.017028505263083082,-0.00498882661246022,-0.011954340604037553,-0.02073069374229033,-0.01611428139363728,-0.015751168242592012,-0.020604466671292912,-0.011434033064380162,-0.01822730244673233,-0.02012121780753378,-0.040792382818479814,-0.009965342185405596,-0.014721481318138404,-0.01923774185598861,-0.021203270858490685,-0.019239637007335938,-0.011340175518731394,-0.00700876071068275,-0.03153706884075304,0.0,-0.00989790028886979,-0.028531115833083532,-0.011105868072218245,-0.01619135874056047,0.014753142877211573,-0.00923827176049313,-0.010647641385508132,-0.016231004612819247,-0.017034470578798453,-0.014123774367680942,-0.007546198678092728,-0.00476566993468926,-0.007557924638365969,-0.0047232639457633376,-0.016830629928640477,-0.013832440745366563,-0.042950328828715974,-0.01564138596776447,-0.016608710181125898,-0.03439261468741794,-0.020224774820588275,-0.022320868579869892,-0.008339316437858737,-0.027805243967002166,-0.0029149711745826245,-0.027742991071987893
2015-01-06,9.434463159891645e-05,-0.004961750222500838,-0.01142101203974704,-0.007238885582999719,-0.020350215375401343,-0.032747890724413004,-0.02309805250552857,-0.02300608598695672,-0.001708463245126591,-0.013131010240699247,0.013127743050132328,-0.016815973088930545,-0.0003697444998030819,-0.0004627542079599253,-0.006857544896375748,-0.005318212938397494,-0.024989132318665293,-0.0030665430053535138,-0.0023421804216709097,-0.0188125773017483,-0.004925533101421818,-0.0262708971677039,0.007564880963537886,0.00503266862514929,-0.002164047531988895,0.0018412892898574324,-0.013565010628499906,0.03853117219424808,-0.014785968710524499,0.0038764091569316395,-0.005900222128442811,-0.030787401590685517,-0.01037709471533432,-0.0076042750598389035,-0.004565379027715497,0.008544527890285156,-0.014304345699462153,-0.01424533225820616,-0.009382179680193866,0.005648255842151179,-0.01666195275817675,-0.002019767309075644,-0.02089757939130528,-0.006585648942793209,-0.006464621352610765,0.010041477713397067,-0.021085346851603348,0.007676535853804538,-0.005330826048332175
2015-01-07,0.013924490151779214,0.03962116236885731,0.008075523345627037,0.02077196220337481,0.00818984856611484,0.034329033079879785,0.010543956937772861,0.026654741703188333,0.012912385124169664,-0.0009056619209843325,0.017262795713787835,-0.004731374576862292,0.009199487132211602,-0.0008336361870567784,0.006032481225578852,0.010177735743306528,-0.002945189577371921,0.03370021785556523,0.007212419469791327,0.020757664571179772,0.021835587002789647,0.0015246541480306605,0.01240530218624991,-0.00705275497572035,0.015435614416836756,0.017274243862009746,0.0,0.021160654262215216,0.012625325335962296,0.009111866851945467,0.020446134439513673,-0.002608909029990395,0.00023196487637051558,0.02882212603928929,0.005231485762262812,0.0074934512605338115,0.011595287432655884,0.010791821991504006,0.02951718845777808,-0.0015631517125408972,0.017801237294328243,0.010158633494053191,0.005509121497668774,0.009262857395245128,0.013308788940372277,-0.006474125672375491,0.00593393440065732,0.026186361178802825,0.010081619415068074
2015-01-08,0.03770252459302861,0.010404347938209876,0.020346163239760556,0.015133787748107738,0.025134942221373312,-0.0036088023596398257,0.006812759380520335,0.04876584963888574,0.024676130887013745,0.02151381948953963,0.008555503711454512,0.028741618039298904,0.007662950402233031,0.022625435173911586,0.015329632100252417,0.010288470493161,0.0034779948163278407,0.021883119491809527,0.01805445579674783,0.01842977207729129,0.00783186566994244,0.022100544704308663,0.012022772925982321,0.023413022878141735,0.015434967741914335,0.0037161740958312995,0.02630878699624033,0.01992665525420166,0.028993665399850897,0.006059674050961144,0.022821891331032493,0.03692713950828277,0.006007580778314152,0.01801097492062083,0.011370995404919194,0.014940716186600499,0.010523639984510788,0.016888366251659123,0.010339147688409347,-0.00156553106269541,0.016184000732808672,0.045845178091671504,0.03679802485853941,0.0178192277440098,0.013323375249737982,0.021207001816741237,0.021896006284677427,0.020886453673799377,0.016507824313713622
2015-01-09,0.0010723869874369365,-0.02773568645492421,-0.010563722588575372,-0.0011131276512142826,-0.014921551681969845,-0.012380757262261979,-0.011818170381278284,0.0106379544064973,-0.006609536820489323,-0.0015976079301337138,-0.015508977200279543,-0.0073661377523598975,0.010126641166832472,-0.020126954186402597,-0.006758352925217383,0.0048926186821953875,-0.012286492648466055,-0.017296550193548903,-0.01673975118688127,0.0019063005293650029,-0.013722670347019992,-0.017539782629877387,-0.011092975840304664,-0.013352819384728926,-0.012826066333085376,-0.012262301663823466,-0.0056438713456260356,-0.004625169623898007,-0.008440757761573358,-0.008868939174042351,-0.011085072833149152,0.004020070934499642,-0.000460786205027873,-0.006793610329763412,-0.009374158300521632,-0.0026556281751526282,-0.0012084959511068417,-0.005510583010677162,-0.0039996639214346765,-0.01898062692006783,0.0005598746207198856,-0.009403858778860755,-0.018099173416868272,-0.007363015339262932,-0.014933948982001335,-0.008942158732146049,-0.016566794699005714,-0.012456964978277484,-0.0014109419272156198
2015-01-12,-0.024949732816334776,-0.0003043813417013511,0.008371732126287477,-0.003011846219779727,-0.010072743193402008,0.0031416866904509003,-0.018765211590182393,-0.016726059975346815,0.030369681619582582,-0.002134122000003036,-0.0055975756987260315,-0.007420935083979438,0.009312596482324662,-0.02176743642978663,-0.012470393590491567,0.002225552002444562,-0.007336209936772991,-0.004490830867092863,-0.0048639291517231405,-0.004361795140073549,-0.0034365759066366003,-0.008631859504396709,-0.009104776293652875,-0.007319448723488442,-0.012872727205087201,-0.0021484037419422152,-0.013207631892440997,-0.004164388176744232,-0.012581401156975928,-0.002534910282139381,-0.0013557602376778465,-0.012616674778947127,-0.00276981318940905,-0.004139955564704617,-0.003663172468546738,0.00398124595124297,-0.01148758691742728,0.003764307744416719,-0.009680298918066677,-0.021768130883067914,-0.008995729406057659,-0.011344599787846679,-0.008822776230209512,0.0003644920879357944,-0.001959604081270643,0.006820470502493652,-0.012031216944788172,0.007470466488526008,-0.01940489184221342
2015-01-13,0.00883982563279774,-0.029226372290716944,-0.016231694443013735,0.0035688242038794645,-0.007480190295837226,-0.006937213884227606,0.011362407445480715,-0.005638496700384919,0.015004417638968728,0.011857530292180512,-0.010083886704708243,0.0041487589300414655,0.001780884334780248,-0.01599403651218666,-0.0014218499298594984,0.007698416302218571,0.009490879997097475,-0.0066297702700141075,0.007085170927245949,-0.0027360533257504774,0.0017197642093370376,0.00016957194996923628,-0.00023431738939468325,-0.0005763452363205449,0.0022767252171231158,-0.0019369137526501978,-0.0035255617370006584,-0.0017670552351958218,-0.005163433937970134,0.003940818755489665,-0.008906646271245648,-0.0015249462323689601,-0.007888563855710544,-0.0007261790202122881,0.004217129493017664,0.0006020537261178898,-0.008188683735180996,-0.0009616418896972629,-0.0012462895270574162,0.010037948528329803,-0.006231910850155265,0.0050579398260773255,-0.01895568911383899,0.00427752298825181,0.002918771175994652,0.0021216882296523276,-0.0038499377299694554,-0.007918059565062698,-0.003660066203495962
2015-01-14,-0.003817666990026942,0.004878477396417806,-0.007424919081664388,-0.011757987489908523,-0.008536095349284184,0.00012879361437133488,-0.004999968410075042,0.007865106774570654,-0.002697119535099351,-0.018107935338234786,-0.012696628894882466,-0.01249806984635081,-0.006426390345434413,-0.002883698372667713,-0.015893088589965795,-0.01013611592472437,0.008196693327162895,-0.010563865106574477,-0.004650092896437297,-0.004118441192556312,-0.007281129614511365,-0.03510903770444696,-0.0016437528202953855,0.0054620816276588005,-0.0010778439638117132,-0.013993679219467228,-0.0022260237173092516,0.0072096350080344505,-0.00866567637675477,0.006160877815866327,-0.01377721132409266,0.004060946971598508,0.0030237476352655596,0.0033156030870322762,-0.003439231469941884,0.0038433475758732393,-0.010331151667694946,-0.0071974558272484505,-0.01681468790019274,-0.05826208511535263,-0.0015162350973154973,0.0025189622536288723,-0.004211613004749627,-0.006743200790078088,-0.020219766849988476,-0.004460599958140463,-0.011639142459638305,-0.0306979886117108,-0.0028929817633890167
2015-01-15,-0.027515594507493763,-0.012797265548831427,-0.007480678006685494,-0.006894380097388033,0.004277210033305804,-0.02110254442430606,-0.021785701035730624,-0.020224195263933247,-0.02119188260650707,0.0032193123570391402,0.0,-0.03809639578233346,-0.018435372195014572,-0.01190871329631709,-0.011996321810812815,0.0012724796006883064,-0.0038022662444303834,-0.016007854174565694,-0.016139575590647954,-0.004411377137846388,-0.014625731889600105,-0.03256108323427263,-0.004238163103334665,-0.0002864255449626734,-0.014604308403581706,-0.0017495065657189362,-0.029670329469618114,-0.01220689505646613,-0.010498603454586978,-0.003822722167939277,-0.009650352618179439,-0.0071175163664246146,-0.010036270982244553,0.0,-0.0014458240456703038,-0.007218911870614221,-0.011699447431113202,0.0,-0.01653854272461743,-0.0042646091303445875,-0.006089936996794683,0.010876534142941246,-0.005041320609215307,-0.0007314515903832421,-0.00955427300325208,0.0027632233883831533,-0.010395562997154674,0.008850582040214555,-0.008729363585459721
2015-01-16,-0.007800324202633615,0.025898268099370254,0.012212020281574285,0.008132922949255758,0.02027956272510281,0.041958637442669054,0.013121402610751216,0.024374399085052116,0.010972993585108972,0.013656351982492137,0.0029387468056078694,0.02738416172014882,0.009802263010014677,0.02358258487780305,0.0061974837164649015,0.008758704310881226,0.012716037868410137,0.030324476131120714,0.011365726728070649,0.007158774681105432,0.0150101890093128,0.016949363783538268,0.0035331452278860283,0.013388551873622565,0.018669669733995642,0.0012030727068162706,0.015144797583126243,0.018413770456753565,0.016572724857039915,0.010963480199977203,0.0019377648814851635,0.01820082823462628,0.02043243813416214,0.006393101439454883,0.015350607373730367,-0.0014499112211182738,-0.0012616691749034376,0.02290346935493828,0.009301769500165593,0.006234752215779189,0.017033073032875875,0.012462660687206426,0.009878796594223502,0.009198706211439787,0.007164268786260708,0.018719931789735134,0.017976290494446864,-0.00700527802888501,0.023990264189823893
