total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,max_drawdown_start,max_drawdown_end,avg_turnover,total_costs,cost_drag,win_rate,avg_win,avg_loss,win_loss_ratio,avg_exposure,long_exposure,short_exposure
-0.0824809268888751,-0.017149992809218695,0.07781132859116187,-0.1833570642286225,-0.17673337197150388,0.2191156860209332,185,673,0.25986142203974016,0.1629331116189171,0.032742539177007264,0.49920255183413076,0.003434560637102954,-0.00354797371582685,0.9680344084236077,0.5968445846559657,0.7663461354032414,-0.30990519035651637
