,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2016-02-11,0.5164609887545345,0.046150857709540666,0.038226272000824575,0.03307340962048487,0.02273259812919975,0.020112972986683537,0.017499151701542107,0.016720406967081932,0.016164850851427815,0.015081824660271415
2016-02-12,0.5159278120321574,0.04622564513394988,0.038508593766182556,0.03308636296936333,0.022923645401953404,0.020159959984134085,0.017404947162364827,0.016510136310506997,0.016150470004314202,0.01507286735158985
2016-02-16,0.5179070797737544,0.04629462645488325,0.03793173093533575,0.032988408669365046,0.022947476499906003,0.02033081136505163,0.017139897139897095,0.016443417647937233,0.016105146041596973,0.01505635811829056
2016-02-17,0.5199476653414536,0.046299622428689756,0.037598354989881656,0.0327825373116762,0.022834838944608166,0.020284960716763216,0.01704201090101525,0.01635311427967228,0.016108056791024946,0.014954386748098496
2016-02-18,0.5216381631210176,0.046575194210569944,0.037515230241567346,0.03243891857528597,0.022602930241183254,0.0201259860031458,0.01699432485674074,0.016125098352821488,0.01593904258357751,0.01519155957448565
2016-02-19,0.5209334097471016,0.04677504995676562,0.037226516903302885,0.032314489766246825,0.022664674964887038,0.020116380479642718,0.01719389378760417,0.01646004184848633,0.015908120762471438,0.01510386032404159
2016-02-22,0.5214750441663533,0.046393167599660244,0.03721636267052001,0.03234966827885298,0.022709322714224725,0.020227946092858568,0.017178175771552485,0.016503226304383087,0.015991056325320354,0.015014997821494425
2016-02-23,0.5217179754597494,0.0462400580331373,0.03717854884480311,0.03220813891700756,0.022621909722137266,0.020050594229337682,0.017091917400386097,0.01648239644715375,0.015994322633980238,0.015010642802110856
2016-02-24,0.522348511569651,0.0461951608200188,0.03743749679148229,0.032246709477371245,0.022819233641403123,0.019929408055270666,0.016937903004211434,0.016375266189629,0.015995539354884784,0.015071030350235501
2016-02-25,0.5224516195434966,0.04610714881142304,0.03742869166026695,0.03223635642354464,0.022822096526904784,0.019937752666424283,0.01708123027225807,0.01635075850517492,0.015989892902995354,0.015166991773185524
2016-02-26,0.5236857535774659,0.045892704166921997,0.03738010097691394,0.03221614707305755,0.022569880488242756,0.019958443287450618,0.01703415341956178,0.016377593129390553,0.01608432639023396,0.015015977960907124
2016-02-29,0.5238379356968882,0.046285967853277786,0.037979042231540625,0.03222384347080734,0.022630254862874132,0.02010763793126232,0.01697761115193767,0.01629269521793551,0.015967781256537583,0.015266633336556756
2016-03-01,0.5243413059192154,0.046108856133165746,0.03789350261475505,0.0322784670702329,0.0226167805161708,0.020091191956824073,0.01695086685570007,0.016298597893001473,0.015965850435113373,0.015247937059345813
2016-03-02,0.5275801389098213,0.04591433830263278,0.037662730947615984,0.03210770258711517,0.02240014137437086,0.019876910453214863,0.017008716996480357,0.016193504381408638,0.015928635005329057,0.015133683756657697
2016-03-03,0.5270255447557897,0.04601806545130328,0.03766832369319599,0.03213094296274207,0.022368814961128854,0.019883325414300688,0.017054146820912844,0.016302687229803527,0.015914144192668185,0.015192995961897717
2016-03-04,0.5269809132164225,0.04588692063717964,0.03774141550342893,0.031970279789054395,0.022388865715141055,0.0198311739549155,0.017036778236294337,0.01635692512971877,0.015946934847603112,0.01518555811240007
2016-03-07,0.5272585899803854,0.045976937967002356,0.03761283073413575,0.032004035728187975,0.02238344780781015,0.019719731720745856,0.01713905149516747,0.016265622662615737,0.01601123619315681,0.015191594987666202
2016-03-08,0.5239226622434902,0.04655268892805484,0.03757335752604244,0.033030406499548345,0.022366547856668133,0.01963138776115323,0.01740672245314145,0.016398225370049806,0.016016030200917675,0.015055418270565484
2016-03-09,0.5232033908970888,0.04657173794745729,0.03839221938168502,0.03339056662965322,0.022395105930187623,0.01957146820964229,0.01735957220230894,0.016370411784137114,0.015962898109225215,0.015016834698261698
2016-03-10,0.520024488227715,0.04672113594642254,0.038502432179093944,0.03329124457463503,0.022460046257550863,0.0199406920418084,0.01742469511227286,0.016467370791482402,0.016098746917035833,0.015102030835544858
2016-03-11,0.5201990841030133,0.04669031177164634,0.03843994163688303,0.03323433485081203,0.022555275953954918,0.01998612525693246,0.017416388653451458,0.01647428942444698,0.016134449867406194,0.015100132907744866
2016-03-14,0.5214491530670544,0.047206115692308835,0.0374606328741321,0.033272424853329215,0.02250650521015786,0.019287704350346564,0.017477276898515484,0.01650560423315665,0.016125336924241652,0.015233944938260283
2016-03-15,0.521489171138153,0.04736745829268324,0.03746032848768355,0.03328777774613858,0.02253955459679591,0.019330094366269514,0.01750879943749834,0.01650771775814461,0.016086036179981226,0.015182088618198222
2016-03-16,0.5195661187401069,0.04761344715796623,0.037580379776575884,0.033781667717065055,0.0226218269286776,0.01935838429499871,0.01741009750438531,0.016656586001581822,0.016161937001345886,0.01524957190569273
2016-03-17,0.5195112840772166,0.047499526355611006,0.03754276961868544,0.03377292377855804,0.022589934370563825,0.019344336465762935,0.017406748533710097,0.01674113519259904,0.016167550372832584,0.015243630052683544
2016-03-18,0.5181916663579955,0.04815832640538015,0.037726890362171986,0.03401054769062431,0.022688476890180567,0.01945685152737695,0.017353385792527206,0.016862953526570756,0.01644431078852603,0.01529930424501257
2016-03-21,0.5177476799459348,0.047902265942593045,0.03788281843425574,0.03429751260852642,0.02251774038251191,0.019549134822375552,0.017350909699931194,0.016956948884971644,0.016362820212566215,0.015561881837961934
2016-03-22,0.5175744158062052,0.04784459587526354,0.037863763739293975,0.03428696804946082,0.02254407616711611,0.019592753333839332,0.01751236841074717,0.016923257587476332,0.016344737781261602,0.015578667865135152
2016-03-23,0.5176757866308497,0.04809041235987306,0.03778097842628755,0.03448992297874539,0.02261879841741681,0.019569656120220866,0.01753611574606207,0.016889473468950835,0.016229497988796467,0.01557121089254056
2016-03-24,0.5173173304768548,0.048002407017792556,0.03791612114674464,0.03422828148986401,0.022661037632593296,0.019562097076187612,0.017489113744208366,0.016911589546413343,0.01622085816737306,0.015471362541745163
2016-03-28,0.5139493033278135,0.04813775999629896,0.03821169995090866,0.034294869577117436,0.022312125341778143,0.019719417817315885,0.01757981064539177,0.017245067235299887,0.016414835286560764,0.01556250819285972
2016-03-29,0.514594916237238,0.04814462600864789,0.03821032683177363,0.034289817311939474,0.02229347745003514,0.019718863485687913,0.01759068103074724,0.01720012505041779,0.016363220853810624,0.015540779052284548
2016-03-30,0.5159417386910052,0.04807178020807917,0.03832249522051403,0.034196986268034225,0.021763657281191843,0.019839721489475496,0.017588557729571765,0.017212879855280794,0.01632515778833092,0.01553120872729185
2016-03-31,0.5151680886078588,0.048040229386812676,0.03841651207259735,0.034343866484476016,0.021789284484689104,0.019921837479941952,0.017424271666368254,0.017298441943703825,0.016381471147876768,0.015659105908300563
2016-04-01,0.5145384277011495,0.048176577150100576,0.03846762099249342,0.03445222839374972,0.021776972784696754,0.019954542685162495,0.0174887834375524,0.017324381657998263,0.01640194978417389,0.01567093206597684
2016-04-04,0.5149953138960152,0.04813157491074169,0.03865610047341611,0.034357729377295636,0.021832972510253,0.01995365003556616,0.017325632805101014,0.01692427279670615,0.01642646191407528,0.015678802805373235
2016-04-05,0.5146501859664367,0.048025872924947866,0.03866218964835432,0.034602277923631755,0.02178748737290829,0.019823332949046656,0.017395414745232686,0.0169133036917343,0.016446138173782904,0.015711482176654152
2016-04-06,0.5150197920144631,0.048039660484085284,0.03865132969427451,0.03442935687158521,0.02180695179340432,0.019716984112511344,0.017313409308284684,0.01686106811531914,0.016367509515759947,0.01577242795493491
2016-04-07,0.5159739132444652,0.04800678575835168,0.03848740264499887,0.03438025645752191,0.02175335968698397,0.01969982994974948,0.017275074796280387,0.016842194970729783,0.016365169016542336,0.015722338393597508
2016-04-08,0.516817092672832,0.04771554659236656,0.038338933622859214,0.03435643227430523,0.021725409426239257,0.019599919329800295,0.017212838553718086,0.0168009498105237,0.01647266091932228,0.01568104243349848
2016-04-11,0.5167106038645288,0.04814849506275347,0.03834596619830706,0.03414613673564541,0.02171897939552488,0.01957824956324152,0.01726861076788415,0.016759051040091958,0.016444236641512223,0.01565185494269435
2016-04-12,0.5168024960512999,0.04815217983829242,0.038575521093119985,0.034102046738871794,0.021724257068644188,0.01952785444295535,0.01724544448344509,0.016762361094287043,0.016450611004446624,0.015636499666472594
2016-04-13,0.5172045266119795,0.04807483016422896,0.03857633744080746,0.034058886977326674,0.021784708829619925,0.01947360769931401,0.01717008490833496,0.016799800404358436,0.016354250194593054,0.01563711195640532
2016-04-14,0.5168118627520498,0.048392528638074785,0.03918896389446689,0.033942923446816944,0.021696013692279942,0.019700466310731603,0.0171017814699918,0.01673559328533009,0.016284063346635385,0.01569613707498892
2016-04-15,0.5175767777303858,0.04843118564274677,0.03867245922727247,0.03397951334439917,0.021805799178964167,0.0196702242990604,0.01711880305074989,0.016763816620353,0.016239060145292947,0.015700908917114335
2016-04-18,0.5182196862042774,0.04860014001869717,0.03909812510857593,0.034024066665501125,0.021799339949921722,0.01965645913148744,0.017122832313799782,0.016797319244755506,0.01612077257084256,0.015727557598932566
2016-04-19,0.5173576704893785,0.048760093941974836,0.03923486796370971,0.033922680616608455,0.021930237546068293,0.01970986412688553,0.01714054814533991,0.016897400090225837,0.016203360212699264,0.015706273085748332
2016-04-20,0.515931147958169,0.0489960094258607,0.03926201410732488,0.03415782764072265,0.022058468527780522,0.01965583572587954,0.01725855882140951,0.016928699448266332,0.01616867642069325,0.015643205663579223
2016-04-21,0.5148095423859624,0.04956495152998002,0.03992528890169272,0.03429060337015922,0.022084695651284132,0.019647103699977825,0.017309587238209894,0.017106046429493666,0.016119497023653517,0.015627135259465692
2016-04-22,0.5147325688150978,0.05040407262620993,0.040020234043053854,0.03439110764616023,0.022187150958971724,0.019676608167831455,0.017417088987717745,0.017168916246343063,0.01615476891541033,0.015353455716018795
2016-04-25,0.5141916795465176,0.05110322318973007,0.040044156132105206,0.03478626877651961,0.02203974985842691,0.01995736031952666,0.01748403621533431,0.01714346453322559,0.016142347066354208,0.015179561489615563
2016-04-26,0.5152810075786092,0.05123881817352108,0.03997211494759121,0.03497588530207258,0.022042194882700917,0.019543900868904604,0.01749876461202541,0.017154059139618597,0.016270860541460205,0.015139688855451377
2016-04-27,0.5156294512998629,0.05125790683324428,0.03939891425773559,0.0346857461235444,0.022072404608380874,0.019752528251555254,0.01746355837877259,0.017139538627491374,0.016272470496570608,0.01519038893326621
2016-04-28,0.5161104959900396,0.051451389630441526,0.03934435114828266,0.0344375662774799,0.022082070056848983,0.019838784198290462,0.017475749179982424,0.017183092999524453,0.01633020033774234,0.015186031916371532
2016-04-29,0.5161917172009071,0.051321931946473186,0.039439614763663,0.03433366175381408,0.02198437479806018,0.019984088127994036,0.017479587114252612,0.01698710999316275,0.016357696553911987,0.015020464383611877
2016-05-02,0.5146028999054875,0.051055015215617935,0.03966458748533811,0.03440330520084441,0.022333223042923685,0.020104501669237083,0.017477144898554904,0.01745831175215978,0.01642918231777201,0.015182346175684907
2016-05-03,0.5146153502803777,0.05106523122413704,0.039762334601093595,0.034467648761511274,0.022176913370568773,0.020106903300702948,0.017475486814896742,0.01744920357005458,0.016403551014627357,0.015063021582797962
2016-05-04,0.5152644674462249,0.051048471987475204,0.039806024818772295,0.03430814200162925,0.022190196366225455,0.02005604151356286,0.017477416449100645,0.017452806981994102,0.01642718689149275,0.015110968725726715
2016-05-05,0.5145756618827237,0.051261905799751005,0.04023145617998108,0.03436041993878268,0.022045082074940724,0.020106975594219943,0.01755855114269485,0.01743039375642911,0.016282189301312498,0.015126565083483163
2016-05-06,0.5144258439754497,0.05122987063494134,0.04027392212607168,0.03448311961938536,0.022065619257175213,0.020121879230456857,0.017581257169378067,0.017399861097645943,0.016298912977761197,0.015094722012510624
2016-05-09,0.5143703644720758,0.051042005359330206,0.040298664499634575,0.03458824320994574,0.022122747577012807,0.02009664044984189,0.01755115734417368,0.017417365047784378,0.016254575452556024,0.015097738731477652
2016-05-10,0.5143194489091397,0.05115314185466138,0.04051587541144579,0.034713655096625225,0.02228725266491589,0.020177701728976413,0.01758650701728325,0.017100556777414753,0.0162446698520805,0.015176544266224574
2016-05-11,0.5153687736253199,0.0509944687059337,0.04044942535128002,0.03470832450586612,0.022250144120164548,0.020144641696968474,0.017660677455136407,0.017112088773897815,0.016202458634899147,0.015145277087086378
2016-05-12,0.5159169862040088,0.05088754135489518,0.04048313124839744,0.034558471960521316,0.022277650319751655,0.02032132698629828,0.017528208992721894,0.017165223173972097,0.016152888723979165,0.015245316820308266
2016-05-13,0.5162411102345265,0.05103960355908064,0.040650173176759334,0.03455062392216255,0.022267573931439865,0.020283867807632836,0.017487539689531185,0.01716147800318002,0.01620720361559436,0.01522746914634491
2016-05-16,0.5149825408730054,0.0517586055797831,0.040774234262867685,0.03465219488459032,0.02260783502988896,0.02036901190440404,0.017629260344331956,0.017130828632679014,0.016148132153697623,0.015177208242633968
2016-05-17,0.5161539890506793,0.0516105325257946,0.040770906958500185,0.034572131463262185,0.02275344976885899,0.020282728638397977,0.01764396326502222,0.017099207435488123,0.01611445014589864,0.01508629961641492
2016-05-18,0.5171470163705322,0.051344722693329375,0.04120360633403723,0.03441761892208032,0.022756366242148704,0.020197326216036413,0.017517634026402284,0.017134662623440353,0.016086643841269205,0.015003183438523237
2016-05-19,0.5166455951972277,0.0524269158517359,0.041713893763195536,0.034341610352962605,0.022710602088033695,0.020195639212572582,0.017567061823884334,0.016895491144312554,0.016044836619865936,0.014965429945947316
2016-05-20,0.5156808381400013,0.052316979812625695,0.04163893003295763,0.034463473450946025,0.02271649913494279,0.020205554759183397,0.017458405596357685,0.01702948883948931,0.0160715405710339,0.015175791464258766
2016-05-23,0.5153782693020715,0.052421372813229394,0.04191010221159352,0.034454359201554964,0.022674456874277847,0.020207940807640008,0.017444250533923702,0.017049082598952773,0.01605224649204081,0.015337165932498524
2016-05-24,0.515563565320226,0.05231305969224899,0.041956029785828935,0.03442022309471373,0.022699305070668824,0.02018640230098122,0.017440230833608662,0.01703759858925638,0.016043509286598454,0.015290362313069326
2016-05-25,0.5163591176871228,0.05228393271303324,0.04188104062348947,0.034357368763842475,0.02284849713727083,0.020161669249595164,0.01739557400620698,0.017011503052350205,0.01603251384002057,0.015274564703819906
2016-05-26,0.5155705199881928,0.05225087319036773,0.04210435953200358,0.034386569747234634,0.022517878826458584,0.02016649200456243,0.017530856736664442,0.017013681083703935,0.016056340096772165,0.015230692782799291
2016-05-27,0.5155082687966314,0.05226586302491226,0.04221944699224452,0.03437500211019008,0.02247056673431556,0.0201620456222322,0.017447195188912884,0.017053739575361382,0.01605742769116709,0.015196349670022386
2016-05-31,0.5161989584123109,0.05231359554413015,0.04216230705344391,0.03462596196736653,0.022382453885627287,0.020191759239742174,0.017491367761323432,0.016985458437128675,0.016066138597677474,0.01516295497221428
2016-06-01,0.5160648714368291,0.0523466925223498,0.042125149690869855,0.0346531467242135,0.02236137219170098,0.020199156306786863,0.017467964488062458,0.017034830245263113,0.016103620107079383,0.01515196382861296
2016-06-02,0.5158929038324467,0.05239166574273492,0.04213600167760726,0.03465385617840754,0.022182850261252128,0.02018652461427828,0.01746527159544782,0.017089320026138766,0.016099424321266837,0.015128791352936771
2016-06-03,0.5155451658841333,0.05235909577806424,0.04218839599982713,0.034877278763169185,0.021953377762320446,0.020119665288446217,0.017400392756003236,0.01707993567778406,0.016134762441961128,0.015094210107512144
2016-06-06,0.5143988113214347,0.05266376694526711,0.042199503902067934,0.03481628727210247,0.021951267062322578,0.020139773234203136,0.017377869136326256,0.017204462555725036,0.016372725602509446,0.015132998158277558
2016-06-07,0.5146949782349916,0.05197551258576028,0.041991366314065415,0.034737824697846365,0.0218507073226258,0.020067906759959758,0.01752603188536388,0.01726518936448759,0.016386476012700744,0.015140373978941907
2016-06-08,0.5142171545637498,0.05193522583534818,0.04214294681513664,0.03468975842315675,0.021895537639784083,0.020103324664337584,0.01756378978125788,0.017434505163641492,0.016380681137981096,0.015174235152571623
2016-06-09,0.514337811544215,0.051922175207935926,0.04217703568626738,0.03474341659640534,0.021879115291656148,0.02013581895414301,0.01754209114706257,0.017419885977804455,0.01650932653893734,0.015164726863997367
2016-06-10,0.5132364736501525,0.05220806892378197,0.042259521167763756,0.034776604398093665,0.022002291225462482,0.020198993747793385,0.017577068379468562,0.017363044095882994,0.016587182715174575,0.015182871768989347
2016-06-13,0.5134784761671853,0.052472130726703016,0.04224083954619381,0.03469003432949073,0.021964351456392618,0.020125976759373828,0.017573047330084638,0.017277114551025426,0.016581466830261942,0.015184021747979587
2016-06-14,0.5129805543815045,0.05245100036149459,0.04229386983001063,0.034648235197649854,0.02191891707083416,0.020074665163238026,0.017578400367334445,0.017277112627332725,0.016595409777919814,0.015208210534948802
2016-06-15,0.5124912691724269,0.0523848022071815,0.04221041671069402,0.034652771738652506,0.02193838124082845,0.02019598356315532,0.0175869803605781,0.017318672725520238,0.01657588286308856,0.01530080689474434
2016-06-16,0.5121890061248513,0.05247064053263913,0.042190511671913865,0.03467483238584669,0.021934632193371485,0.020248633869405983,0.017585415455410584,0.01734682401823337,0.01654979585527832,0.015313554094346345
2016-06-17,0.5122947932919518,0.0525674527055038,0.04218286110496988,0.03467572338798448,0.02194869601312107,0.020228095996446493,0.01759465158353797,0.017309095300694213,0.016544977916270034,0.015293723248892688
2016-06-20,0.5116828780294171,0.052852328335310436,0.04233848261444942,0.0347236616343484,0.022003662946543108,0.020356438531630737,0.017573843393524545,0.017310736325869228,0.016500342888753378,0.015315281780775666
2016-06-21,0.5117890640798713,0.0528217832349681,0.04233575425054065,0.03470493156130541,0.021997345215305924,0.02040239723314336,0.0175278593580439,0.017307281733080195,0.01650206128968173,0.015366585999401692
2016-06-22,0.511698064563242,0.05283783708913169,0.0423681269961491,0.034782058390130176,0.022039494530440382,0.020418833013140174,0.01753189744714843,0.01728164547992352,0.016546965588614005,0.015376590137348295
2016-06-23,0.5111818344174278,0.052452808666789134,0.04230253911639015,0.03541803017762383,0.021816463212132306,0.02045316901929522,0.017677425060657448,0.01715605346917872,0.016510836632576062,0.015716352417804183
2016-06-24,0.5115339637889617,0.05246710871797235,0.042474279824076755,0.035372630372804754,0.02179928441850558,0.020387782793775663,0.017698356553401136,0.0171621271386409,0.016474915734625614,0.015757351557691056
2016-06-27,0.5192934749526948,0.051413881405452985,0.04194664140612116,0.03491053027370122,0.021351200425740277,0.020025886973107282,0.017727652775695518,0.017276763087477515,0.016141495893726012,0.015518212819829267
2016-06-28,0.5199586705448898,0.0515552516030346,0.04170826008745879,0.03484125716168421,0.021152479306753038,0.01969766241461963,0.018142948643621933,0.01761508361901347,0.016081237938377395,0.015473836900102459
2016-06-29,0.5180936195118272,0.05195295901127952,0.04175323986595183,0.034975967513191465,0.021187222801545752,0.019711067443817964,0.01824052846441659,0.017680254766325083,0.01607472462504088,0.01551012250124159
2016-06-30,0.5197567449286198,0.051730009900739095,0.04155585753642098,0.03476780766957728,0.02107448351646061,0.019648946015692385,0.018193044580097645,0.01766635469159923,0.015996364589237488,0.015471979145328002
2016-07-01,0.5183340974841993,0.052549822083290246,0.04125256418858133,0.03476569000694653,0.021087788879715397,0.019788694469874465,0.018259588720152698,0.01764599646935472,0.016138745810544794,0.015305763112913864
2016-07-05,0.5182921276962,0.052666836651867194,0.04129057823759121,0.034777265409725436,0.021159413278629455,0.01978351543407333,0.018195416704453137,0.01761634336634878,0.01614111820042978,0.015289798205630967
2016-07-06,0.5169645301571759,0.052855223102509244,0.04142997899324848,0.0347312850184355,0.021178063175065848,0.019722171809857036,0.01820849795869966,0.017645271302729762,0.016150933111660642,0.01526129078541543
2016-07-07,0.5172577836858361,0.05199728433821697,0.0409664008960807,0.034745617330572465,0.02121554418467152,0.019704839608187797,0.01839223184881662,0.017830876890891988,0.01618482472595442,0.015235181755298957
2016-07-08,0.514641852326394,0.05205050632550059,0.04105184738184713,0.03490561564907478,0.021351575839930782,0.01983199472845932,0.018450081591075602,0.0179008925064354,0.01606927205983191,0.015554107123829958
2016-07-11,0.5165592354393259,0.05181177033729656,0.04093855723871603,0.03481174351510382,0.02100745107315958,0.019609401863972885,0.01843620542620385,0.017882443221563325,0.015965819633259905,0.015521388209153402
2016-07-12,0.5151773370714225,0.0519828317270959,0.041038310837434595,0.0350503993817985,0.021040169323903953,0.019677217764936396,0.018446711545451664,0.01793977054450048,0.01599129952629909,0.015478807212633
2016-07-13,0.5143928977471719,0.052349187162670154,0.041198428376676886,0.03498579351819106,0.021046606144249018,0.019719194261541145,0.018457264825518186,0.01801933301466301,0.015981547797376983,0.015560467957458355
2016-07-14,0.5143743696600307,0.05249949884977997,0.041225622050756375,0.0350137673085838,0.021068841851218233,0.019753913424548304,0.01846031518852007,0.01803695111104279,0.01601740666495179,0.015522789195920919
2016-07-15,0.514494519305549,0.05259149241442214,0.04124078028306834,0.035013945665130254,0.02110593459476735,0.019753774163224564,0.018564307774010247,0.018024477884224566,0.01601435099203986,0.015460918567860553
2016-07-18,0.5146404041762581,0.05283134173552079,0.04123307708866551,0.035053118888041995,0.021141958037757678,0.01955969160805675,0.01837735580104805,0.018047629817119947,0.016001362250554197,0.015435170714732714
2016-07-19,0.5154538265303611,0.05275545699460854,0.04117189422075025,0.03507045853506758,0.0209431570426048,0.01956241288934211,0.018389844183925814,0.018099133473820656,0.015915679343591064,0.015281872976384793
2016-07-20,0.5151869010230707,0.0526663803051302,0.0411962089408627,0.035077705336604224,0.020938389617532884,0.019589584267709747,0.01850296161110385,0.018114548599039722,0.015925002360104374,0.01524476595049575
2016-07-21,0.5153019006119572,0.05301688731534675,0.04127048754004351,0.03514773859643928,0.021001971764024564,0.019572764114749144,0.018439436858720477,0.018037823044059764,0.015831104234670716,0.015249628719659836
2016-07-22,0.5158112825321616,0.05304808539117935,0.04084070006471061,0.035302830203513574,0.020964338454553397,0.01909432466699055,0.018358099149899682,0.01802268313495814,0.015995132585072264,0.015204646828801493
2016-07-25,0.5163834192342225,0.053047486203328664,0.0409635080105416,0.03532054250719057,0.020753481475586248,0.01902608932832259,0.018476519625375706,0.018047862486449566,0.016079405811659044,0.015165984681852153
2016-07-26,0.5176569059263768,0.05317389143800013,0.04116331370751295,0.03485683742815929,0.020856721352254345,0.018996652875676295,0.018473935717945287,0.018081501967536884,0.01564820771795217,0.014968780760568928
2016-07-27,0.5166411547913339,0.053517905903723996,0.04174381391730086,0.03486100079917342,0.020952541027114087,0.018956629786181782,0.018511913247166292,0.018080854134648834,0.015838014694591313,0.0149421913720814
2016-07-28,0.5151108253170373,0.05441315993972321,0.041763828248701035,0.03502874665495631,0.02106947694050832,0.018978453054899674,0.018540478719850297,0.018266792767545222,0.0158314765112485,0.015099541112077897
