Date,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2015-01-05,0.11011289475498595,-0.011606689073443683,-0.043891500929940305,-0.007895353339450044,-0.002565016998630432,-0.004790230192805976,0.010683172816187582,-0.006606481910610019,-0.019077743303769563,-0.023562315923369805
2015-01-06,0.05510108694689571,-0.04117780268062503,-0.01855406818246682,-0.015097090936786437,0.004224420155962633,0.009652083707110461,-0.0057996592333635685,0.01828299069634229,0.007719272893251888,0.010304378802315243
2015-01-07,-0.08265360082394066,-0.01959907357626457,-0.02074370177215914,0.006857486773020506,-0.01921305933324291,-0.010807470691480452,-0.006556060355467196,-0.0023490110312961165,-0.013415430849331082,0.016256388083483213
2015-01-08,-0.1259256292725804,0.003922180314043903,0.00890209400874839,0.010465592829463372,-0.01333212918800615,0.004317023010370491,-0.0017102232706292361,0.006029722373709278,-0.003899779582603047,-0.0017525561314633235
2015-01-09,0.05594613353224001,0.019512416022548575,0.0006173552019214838,-0.006300939170805217,-0.014306886738827022,0.00021242666281963817,0.019122992887155212,-0.008792334258413031,-0.007388325724153802,-0.020066016785923787
2015-01-12,0.04021020687570736,-0.02806016615823321,-0.01300490317480917,0.00244854279662946,0.002943996815131973,-0.014522107528977826,-0.011245797991805764,-0.02200139907800734,-0.0071033015036044865,-0.010874877274532851
2015-01-13,0.00938569605753666,0.005560586874028595,-0.0028686084102941345,-0.01169331629542431,0.017020499120100233,0.005307154084657515,0.0030835043127906856,-0.01587645863735851,0.01001076442024537,0.0045894447997334034
2015-01-14,0.04842463013569329,-0.00944979813076593,-0.012594072517286602,0.012604446434359868,-0.0028073591875601347,0.021449586303134992,0.02666039733175577,-0.0006647242846080449,-0.020608857568785634,-0.039139070706521
2015-01-15,0.06797030726270098,-0.015526383161335882,-0.004007530158407541,-0.025566369816776825,-0.009560487584301737,-0.0025087605422366953,-0.007333474515179115,0.004348529047955361,8.769712258249115e-05,-0.0018131861042266215
2015-01-16,-0.09048415744396951,-0.007762604332966389,0.008562814961755219,0.03054760257573172,0.0013497347415212227,0.011522047967239418,-0.002070391050642702,-0.002450153618296939,0.007499392048855616,-0.006798547040441418
2015-01-20,-0.0197271826044669,0.012031593885632545,0.013669685049542529,-0.009311337546560404,-0.003739493086178499,0.006852101225936953,0.016086835960963254,0.016774719877069525,-0.01295464952280057,-0.003661133293306879
2015-01-21,-0.0214384985311994,0.010028111896450533,0.007627447109405065,-0.0034642302922191395,-0.00192803464921792,0.013721759155351109,0.002288274838255939,0.013981822751542588,0.019477692197261906,0.02000259409711131
2015-01-22,-0.10533373406861905,0.015263591883567016,0.0070454148751914625,0.0012685285281925595,0.0028470302779879165,-0.008382339092531381,-0.03332029388225581,0.00451515670920042,0.0014731688110434524,0.01205032871239463
2015-01-23,0.0260660451177815,0.04254086614321186,-0.01134062050463491,-0.0007049104933432634,0.009308246861450266,0.005443379307497468,-0.007166108730358021,-0.0050258166589404124,-0.01735026039179309,0.009566175154724365
2015-01-26,-0.0002221852431600549,-0.009679385386133227,0.009174757186236879,0.00588946481120571,-0.005181035629606226,-0.001049911513378527,-0.006928384046347228,0.006148763630140374,0.021007621881168056,0.0253384138611435
2015-01-27,0.10847373573583806,-0.035470276351503176,0.007206294860140394,0.019048558390663835,0.0023433259517996285,-0.028105320641258095,-0.0036352622834873068,0.0068770874528837215,0.022782201221974573,0.020162942086904466
2015-01-28,0.09348840797082972,0.01848862292152889,-0.02617635531402273,-0.014655411651551762,-0.006794918645992425,-0.013135136818408595,0.003815895427483321,-0.011122470040222106,-0.02278048876051036,-0.009074182210591683
2015-01-29,-0.07773670515547768,0.012211425673933171,-0.03486871980527168,0.004821072337040888,0.026907064819774177,-0.017866542961927533,-0.01223242910436696,0.014627817999997442,0.008184366613999582,0.021376644977948295
2015-01-30,0.10928826909709066,0.030398544887611213,0.004096963030483093,-0.01319714965900622,0.04984747732191845,0.0271109753619875,-0.015336130151382955,0.01950636771688971,0.014448333704495728,-0.010398540143883979
2015-02-02,-0.08614032661252341,0.00031773564096573186,0.025347958147544914,-0.009071896005969367,-0.02345366165320167,0.010571407376831484,0.007037393505143456,0.016094580851153843,0.018938203869575645,0.0061331252233818466
2015-02-03,-0.09148740773010694,0.0019365700797497874,0.034182995739698664,-0.012737809205047343,-0.009712255958121778,-0.008381178905152416,-0.009431532659243232,0.011189077301670852,0.021668471728205293,0.012704842597477126
2015-02-04,0.007721208507180879,0.03330659686926718,0.012846266126962802,-0.04837944318215926,0.003893559266575619,-0.0017474954794004132,-0.012680844929740838,-0.026563979120701384,0.007710855307753554,-0.00485896190082876
2015-02-05,-0.07396409475824371,0.005427771678536526,0.009131814564190677,0.02065609289426468,0.004522321148489887,0.0016159547431404849,0.00496221906140021,-0.0003708839508156976,-0.008569765305207947,0.004003401191459599
2015-02-06,0.04792081426343561,-0.005794700517954525,0.024538605054998226,-0.0067010031694881116,0.009618365509630541,4.193723909104186e-05,-0.02791113273266483,-7.99313798009745e-05,0.0009799123070160475,-0.026200188008253997
2015-02-09,0.043034415592552284,0.015713713592806725,0.02162826477168999,-0.010226578684114012,0.0014561322747608082,0.008568700497419458,0.0049680616275858715,0.00012121976784674359,-0.00019251131101484807,-0.009116829269313653
2015-02-10,-0.08870201845070105,0.005921473599198036,-0.02287256812707961,0.002719650271027874,-0.04387010125516368,-0.0023270746951784974,0.01784768589237565,-0.01678216327233839,-0.010158232532638227,0.006577849741535804
2015-02-11,-0.0008313131210325057,-7.813685680678531e-05,-0.00692512223938092,-0.0032435153313339327,0.007516156667436237,0.009584430134809595,0.01285246326354381,-0.010520573394348653,-0.009322692509676645,-0.011840611647205556
2015-02-12,-0.08136646933166768,0.033048733717109195,0.02776358700524482,0.010307561193484114,0.004668109980964373,-0.0014667790549142048,0.015792034484940157,0.010940292385477404,-0.026974165204216555,-0.04533828888238871
2015-02-13,-0.03183821311263503,0.016528423924417585,0.008499004912527258,0.025963647821646632,0.0046691056287118836,0.0054678783677316045,-0.00369225123279521,0.000983623289975417,0.009658139359831648,-0.0033094238904608614
2015-02-17,-0.0006934114408747164,-0.0012752092681467858,-0.00337375373187795,0.01995652590878002,-0.013815467887152159,-0.006272001356192721,-0.0009241985791172806,-0.0001502656965069622,-0.007159249478188826,0.006554725830869798
2015-02-18,-0.003338360200696571,-0.0022429386703442995,-0.031011941057450903,-0.017139460596387022,0.015595960019061888,-0.015133452742477176,0.0036221233789955048,-0.000437096262130145,0.00024416693411590077,0.00829243304225819
2015-02-19,-0.0011655700528759437,0.03609517004580605,-0.006744796558098953,0.006327446096870487,0.023118619471131918,0.0030677383021084034,0.014751461201229409,-0.022594829570481166,0.002669938622755164,0.02204994465168795
2015-02-20,-0.05902022435019263,0.002490304398661246,-0.0051320702254531786,0.027698019732761734,0.0017592325907889895,-0.010677596369434607,-0.008267534655667626,-0.0017813026096712553,0.013026889201974834,0.025893486615168278
2015-02-23,0.013194970181884336,-0.020530324610881116,-0.008669649174230657,-0.004556643756561343,0.0030162844636065747,-0.00941196010859617,-0.00857207317002489,0.001860029847332809,-0.027244293948132967,-0.017698821582191132
