Ticker,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
AAPL,-0.022341389313374784,-0.029975457578458695,-0.01216514434899478,-0.006688767012216605,-0.013259953367419676,0.029022391717779535,0.009081478243861935,0.001021771252191251,-0.0004105726730397226,0.01756862406408045
ABBV,-0.017375355915213418,0.029764718658957023,-0.020445548404965347,0.03814907324304688,-0.0037201561046236154,0.017789348353751667,-0.013191696193245969,-0.029500222991567057,0.011600819007345225,0.03174874252412304
ABT,-0.022341389313374784,0.01262907270768982,-0.03407684690980154,0.038126595770130035,0.010739769411301213,-0.03680517658445481,0.020630682800510215,0.020650614979015557,0.016830306116369792,-0.016169583134922068
ACN,-0.022341389313374784,-0.009062941948568572,0.0004542095332438322,-0.011374595681474158,0.02859322276589663,-0.02150838118938264,0.006893373801802166,0.017482153946421178,-0.014923911454973814,-0.027728149603230366
ADBE,-0.022341389313374784,-0.029975457578458695,-0.025423601692530915,-0.0014924666782722403,0.03583602879067239,0.011096024602845344,0.0032404835774855283,0.022874460019849864,-0.0020945407740282497,-0.015236467577230189
AMGN,-0.020033694846015346,0.024002795907582298,-0.031665889570182806,0.03814907324304688,-0.026324704054119547,0.011916278946220807,-0.020696379438920776,-0.04006539592115165,-0.0006519881904901607,0.00902917555864395
AMZN,-0.02148001000296258,-0.029975457578458695,-0.022424112580798707,-0.004765307382663364,0.03165034767079796,0.034170500800320296,-0.03692894226291126,0.0027737277656528898,0.03409994224647243,-0.015248813129383114
AVGO,-0.022083275617967673,-0.029975457578458695,0.0057174518348845765,0.007075901859400489,-0.037117681813026944,0.009830654249578347,0.03692894226291126,-0.014193799049311158,-0.03409994224647243,0.02549522339236743
BMY,-0.016397033538037075,0.029975457578458695,-0.021322570799323502,0.03814907324304688,0.005840829070242561,0.006876601290337607,-0.01089393752127704,-0.04006539592115165,0.009388902371350092,0.04184386147214642
CMCSA,-0.021065824152465867,0.009953458595053062,0.021254085367067844,-0.020232774895254848,0.0007571464982005269,0.005810552116928452,-0.030449701942924495,-0.04006539592115165,0.03409994224647243,-0.04184386147214642
COST,-0.021315939292768715,-0.0044796668063146125,-0.03140139955492985,-0.03814907324304688,-0.037117681813026944,0.0023246603281801745,-0.03692894226291126,0.04006539592115165,-0.011103884986469683,0.012915203041650912
CRM,-0.02232646806356976,-0.029975457578458695,-0.011940259211147436,0.0060962085233310925,0.037117681813026944,0.009187156172072037,-0.0003297717266644395,0.01952930347907908,0.012787575917605676,-0.011860065583749434
CSCO,-0.022341389313374784,-0.0005266790224619239,0.006376354790046114,0.0047984046410077825,-0.01869706204139922,-0.00017373234095815156,-0.0045206494271333095,0.0013287475621201836,-0.023999026671677737,-0.04184386147214642
CVX,-0.017957844530750975,0.022293347195767584,0.03407684690980154,0.02764821285062903,-0.02307506291426958,0.03680517658445481,0.012827116523782206,0.04006539592115165,0.03409994224647243,-0.019106855558075585
DHR,-0.022341389313374784,0.0003122904503105604,-0.03407684690980154,0.02423554090249807,-0.0010158506177031313,-0.03680517658445481,0.03692894226291126,0.04006539592115165,0.03409994224647243,-0.012498327592223623
DIS,-0.0213350923411772,-0.004496386899802526,0.03407684690980154,-0.027001118724235877,0.03506629899840132,-0.010432010565768122,-0.025713907983418792,-0.04006539592115165,0.03409994224647243,-0.017280947592037178
GOOGL,-0.022341389313374784,-0.029975457578458695,-0.012540060999207452,0.0021978650918123566,0.037117681813026944,0.03680517658445481,-0.010157916050180129,-0.003711350779136259,0.020263726821610237,-0.023733276817516955
HD,-0.022341389313374784,0.0002871027002773657,-0.001994912364577795,-0.030120146913587467,-0.016977682172880988,-0.03680517658445481,-0.03692894226291126,-0.004507284067028797,0.005653953511385582,0.004974952727717121
HON,-0.022341389313374784,0.013333152665947954,0.03407684690980154,-0.005177635789117399,0.007771049485274243,-0.027449507518781495,0.003716950492399184,-0.0009226313654182455,-0.03389557600253537,0.01748934789632869
INTC,-0.02165701316254552,-0.02411334797989521,0.011575832835876647,0.0048690765741565955,-0.037117681813026944,0.009417948651958444,0.03692894226291126,-0.04006539592115165,-0.008146184295429066,-0.021983078794596315
JNJ,-0.01952783773575964,0.029975457578458695,-0.032273358816279185,0.0311604185124396,-0.0034719163817899415,0.00876188962821463,-0.0009047205957271262,-0.01759001226539165,-0.006562136986856406,-0.009701845547639965
JPM,-0.022341389313374784,0.013792465068504135,0.03407684690980154,0.01925972534021266,0.015681929418050744,-0.028681146998844807,-0.028334975200037783,-0.027316655501873077,-0.023392657168531377,0.015450869568661785
